Name,Origin
Ludwigia arcuata,Native
Ludwigia bonariensis,Alien
Ludwigia brevipes,Native
Ludwigia curtissii,Native
Ludwigia decurrens,Native
Ludwigia erecta,Native
Ludwigia glandulosa,Native
Ludwigia grandiflora,Alien
Ludwigia hexapetala,Alien
Ludwigia hirtella,Native
Ludwigia lanceolata,Native
Ludwigia leptocarpa,Native
Ludwigia linearis,Native
Ludwigia linearis var. linearis,Native
Ludwigia linearis var. puberula,Native
Ludwigia linifolia,Native
Ludwigia longifolia,Alien
Ludwigia maritima,Native
Ludwigia microcarpa,Native
Ludwigia octovalvis,Native
Ludwigia palustris,Native
Ludwigia peploides,mixed
Ludwigia peploides var. glabrescens,Native
Ludwigia peploides var. montevidensis,Alien
Ludwigia peploides var. peploides,Native
Ludwigia peruviana,Alien
Ludwigia pilosa,Native
Ludwigia polycarpa,Native
Ludwigia ravenii,Native
Ludwigia repens,Native
Ludwigia simpsonii,Native
Ludwigia spathulata,Native
Ludwigia species 1 [brachycarpa],Native
Ludwigia sphaerocarpa,Native
Ludwigia suffruticosa,Native
Ludwigia virgata,Native
Luffa,Alien
Luffa acutangula,Alien
Luffa acutangula var. acutangula,Alien
Luffa aegyptiaca,Alien
Lumnitzera,Alien
Lumnitzera racemosa,Alien
Lunaria,Alien
Lunaria annua,Alien
Lunaria rediviva,Alien
Lupinus,mixed
Lupinus angustifolius,Alien
Lupinus aridorum,Native
Lupinus cumulicola,Native
Lupinus diffusus,Native
Lupinus luteus,Alien
Lupinus perennis,Native
Lupinus perennis var. gracilis,Native
Lupinus perennis var. perennis,Native
Lupinus polycarpus,Alien
Lupinus polyphyllus,Uncertain
Lupinus polyphyllus var. polyphyllus,Uncertain
Lupinus species 1,Native
Lupinus species 2,Native
Lupinus subcarnosus,Native
Lupinus texensis,Native
Lupinus villosus,Native
Lupinus westianus,Native
Luziola,mixed
Luziola bahiensis,Native
Luziola fluitans,Native
Luziola fluitans var. fluitans,Native
Luziola peruviana,Alien
Luziola subintegra,Alien
Luzula,mixed
Luzula acuminata,Native
Luzula acuminata var. acuminata,Native
Luzula acuminata var. carolinae,Native
Luzula bulbosa,Native
Luzula echinata,Native
Luzula luzuloides,Alien
Luzula luzuloides ssp. luzuloides,Alien
Luzula multiflora,Native
Luzula multiflora var. multiflora,Native
Luzula parviflora,Native
Lycianthes,Alien
Lycianthes asarifolia,Alien
Lycium,mixed
Lycium barbarum,Alien
Lycium berlandieri,Native
Lycium carolinianum,Native
Lycium chinense,Alien
Lycopodiaceae,Native
Lycopodiaceae {Lycopodium s.l.},Native
Lycopodiales,mixed
Lycopodiella,Native
Lycopodiella ×brucei,Native
Lycopodiella ×copelandii,Native
Lycopodiella ×gilmanii,Native
Lycopodiella ×robusta,Native
Lycopodiella alopecuroides,Native
Lycopodiella appressa,Native
Lycopodiella appressa × prostrata,Native
Lycopodiella inundata,Native
Lycopodiella margueriteae,Native
Lycopodiella prostrata,Native
Lycopodioides,mixed
Lycopodioides apodum,Native
Lycopodioides braunii,Alien
Lycopodioides ludovicianum,Native
Lycopodioides species 1 (=eatonii),Native
Lycopodioides species 2 (=eclipes),Native
Lycopodioides uncinatum,Alien
Lycopodioides willdenowii,Alien
Lycopodium,Native
Lycopodium clavatum,Native
Lycopodium lagopus,Native
Lycopsis,Alien
Lycopsis arvensis,Alien
Lycopus,mixed
Lycopus [angustifolius + rubellus],Native
Lycopus [uniflorus + virginicus],Native
Lycopus ×sherardii,Native
Lycopus americanus,Native
Lycopus amplectens,Native
Lycopus angustifolius,Native
Lycopus cokeri,Native
Lycopus europaeus,Alien
Lycopus rubellus,Native
Lycopus uniflorus,Native
Lycopus virginicus,Native
Lycoris,Alien
Lycoris radiata,Alien
Lycoris radiata var. pumila,Alien
Lycoris radiata var. radiata,Alien
Lycoris squamigera,Alien
Lygodesmia,Native
Lygodesmia aphylla,Native
Lygodesmia juncea,Native
Lygodesmia texana,Native
Lygodiaceae,mixed
Lygodium,mixed
Lygodium japonicum,Alien
Lygodium microphyllum,Alien
Lygodium palmatum,Native
Lyonia,Native
Lyonia ferruginea,Native
Lyonia fruticosa,Native
Lyonia ligustrina,Native
Lyonia ligustrina var. foliosiflora,Native
Lyonia ligustrina var. ligustrina,Native
Lyonia lucida,Native
Lyonia mariana,Native
Lysiloma,mixed
Lysiloma latisiliquum,Native
Lysiloma sabicu,Alien
Lysimachia,mixed
Lysimachia ×producta,Native
Lysimachia asperulifolia,Native
Lysimachia barystachys,Alien
Lysimachia clethroides,Alien
Lysimachia fraseri,Native
Lysimachia japonica,Alien
Lysimachia loomisii,Native
Lysimachia maritima,Native
Lysimachia nummularia,Alien
Lysimachia punctata,Alien
Lysimachia quadrifolia,Native
Lysimachia terrestris,Native
Lysimachia thyrsiflora,Native
Lysimachia vulgaris,Alien
Lythraceae,mixed
Lythrum,mixed
Lythrum alatum,Native
Lythrum californicum,Native
Lythrum curtissii,Native
Lythrum flagellare,Native
Lythrum hyssopifolia,Alien
Lythrum lanceolatum,Native
Lythrum lineare,Native
Lythrum salicaria,Alien
Lythrum thymifolium,Alien
Lythrum virgatum,Alien
Maackia,Alien
Maackia buergeri,Alien
Macbridea,Native
Macbridea alba,Native
Macbridea caroliniana,Native
Machaeranthera,Native
Machaeranthera tanacetifolia,Native
Macleaya,Alien
Macleaya cordata,Alien
Maclura,mixed
Maclura pomifera,Native
Maclura tricuspidata,Alien
Macradenia,Native
Macradenia lutescens,Native
Macranthera,Native
Macranthera flammea,Native
Macrobriza,Alien
Macrobriza maxima,Alien
Macroptilium,Alien
Macroptilium atropurpureum,Alien
Macroptilium lathyroides,Alien
Macrothelypteris,Alien
Macrothelypteris torresiana,Alien
Madia,Alien
Madia elegans,Alien
Madia sativa,Alien
Magnolia,mixed
Magnolia ×soulangeana,Alien
Magnolia acuminata,Native
Magnolia acuminata var. acuminata,Native
Magnolia acuminata var. subcordata,Native
Magnolia ashei,Native
Magnolia fraseri,Native
Magnolia grandiflora,Native
Magnolia kobus,Alien
Magnolia macrophylla,Native
Magnolia pyramidata,Native
Magnolia stellata,Alien
Magnolia tripetala,Native
Magnolia virginiana,Native
Magnolia virginiana var. australis,Native
Magnolia virginiana var. virginiana,Native
Magnoliaceae,mixed
Mahonia,Alien
Mahonia aquifolium,Alien
Mahonia bealei,Alien
Mahonia nervosa,Alien
Mahonia repens,Alien
Maianthemum,Native
Maianthemum canadense,Native
Maianthemum racemosum,Native
Maianthemum stellatum,Native
Maianthemum trifolium,Native
Malachra,Native
Malachra alceifolia,Alien
Malachra capitata,Native
Malachra urens,Native
Malaxis,Native
Malaxis [bayardii + unifolia],Native
Malaxis bayardii,Native
Malaxis brachypoda,Native
Malaxis spicata,Native
Malaxis unifolia,Native
Mallotus,Alien
Mallotus japonicus,Alien
Malpighia,mixed
Malpighia coccigera,Alien
Malpighia emarginata,Alien
Malpighia glabra,Native
Malpighiaceae,mixed
Malus,mixed
Malus [angustifolia + coronaria + domestica],mixed
Malus ×platycarpa,Alien
Malus angustifolia,Native
Malus baccata,Alien
Malus coronaria,Native
Malus domestica,Alien
Malus halliana,Alien
Malus hupehensis,Alien
Malus ioensis,Native
Malus prunifolia,Alien
Malus toringo,Alien
Malva,Alien
Malva alcea,Alien
Malva moschata,Alien
Malva neglecta,Alien
Malva nicaeensis,Alien
Malva parviflora,Alien
Malva pusilla,Alien
Malva setigera,Alien
Malva sylvestris,Alien
Malva verticillata,Alien
Malvaceae,mixed
Malvastrum,Native
Malvastrum americanum,Native
Malvastrum aurantiacum,Native
Malvastrum corchorifolium,Native
Malvastrum coromandelianum,Native
Malvastrum hispidum,Native
Malvaviscus,mixed
Malvaviscus arboreus,Alien
Malvaviscus drummondii,Native
Malvaviscus penduliflorus,Alien
Malvella,Native
Malvella leprosa,Native
Malvella sagittifolia,Native
Mammillaria,Native
Mammillaria heyderi,Native
Mammillaria heyderi var. hemisphaerica,Native
Mammillaria heyderi var. heyderi,Native
Mammillaria prolifera,Native
Mammillaria prolifera var. texana,Native
Mammillaria sphaerica,Native
Mandevilla,Native
Mandevilla lanuginosa,Native
Mangifera,Alien
Mangifera indica,Alien
Manihot,mixed
Manihot esculenta,Alien
Manihot grahamii,Alien
Manihot subspicata,Uncertain
Manihot walkerae,Native
Manilkara,mixed
Manilkara jaimiqui,Native
Manilkara jaimiqui ssp. emarginata,Native
Manilkara zapota,Alien
Maranta,Alien
Maranta arundinacea,Alien
Marantaceae,mixed
Margaranthus,Native
Margaranthus solanaceus,Native
Marrubium,Alien
Marrubium vulgare,Alien
Marshallia,Native
Marshallia [graminifolia + obovata var. scaposa],Native
Marshallia [graminifolia + obovata],Native
Marshallia angustifolia,Native
Marshallia caespitosa,Native
Marshallia caespitosa var. caespitosa,Native
Marshallia caespitosa var. signata,Native
Marshallia graminifolia,Native
Marshallia grandiflora,Native
Marshallia legrandii,Native
Marshallia mohrii,Native
Marshallia obovata,Native
Marshallia obovata var. obovata,Native
Marshallia obovata var. scaposa,Native
Marshallia pulchra,Native
Marshallia ramosa,Native
Marshallia species 1,Native
Marshallia trinervia,Native
Marsilea,mixed
Marsilea ancyclopoda,Alien
Marsilea hirsuta,Alien
Marsilea macropoda,Native
Marsilea minuta,Alien
Marsilea mutica,Alien
Marsilea oligospora,Alien
Marsilea quadrifolia,Alien
Marsilea vestita,Native
Marsileaceae,mixed
Martyniaceae,mixed
Matelea,Native
Matelea alabamensis,Native
Matelea baldwiniana,Native
Matelea biflora,Native
Matelea carolinensis,Native
Matelea decipiens,Native
Matelea edwardsensis,Native
Matelea flavidula,Native
Matelea floridana,Native
Matelea hirtelliflora,Native
Matelea maritima,Uncertain
Matelea obliqua,Native
Matelea radiata,Native
Matelea reticulata,Native
Matelea sagittifolia,Native
Matelea woodsonii,Native
Matricaria,Alien
Matricaria chamomilla,Alien
Matricaria discoidea,Alien
Matteuccia,Native
Matteuccia struthiopteris,Native
Matteuccia struthiopteris var. pensylvanica,Native
Matthiola,Alien
Matthiola incana,Alien
Matthiola longipetala,Alien
Maurandella,Native
Maurandella antirrhiniflora,Native
Maurandya,Alien
Maurandya barclayana,Alien
Mayaca,Native
Mayaca aubletii,Native
Mayaca fluviatilis,Native
Mayacaceae,Native
Mazaceae,Alien
Mazus,Alien
Mazus miquelii,Alien
Mazus pumilus,Alien
Mecardonia,Native
Mecardonia acuminata,Native
Mecardonia acuminata var. acuminata,Native
Mecardonia acuminata var. microphylla,Native
Mecardonia acuminata var. peninsularis,Native
Mecardonia procumbens,Native
Medeola,Native
Medeola virginiana,Native
Medicago,Alien
Medicago arabica,Alien
Medicago heldreichii,Alien
Medicago laciniata,Alien
Medicago littoralis,Alien
Medicago lupulina,Alien
Medicago minima,Alien
Medicago monspeliaca,Alien
Medicago orbicularis,Alien
Medicago polymorpha,Alien
Medicago rigidula,Alien
Medicago rugosa,Alien
Medicago sativa,Alien
Medicago scutellata,Alien
Medranoa,Native
Medranoa palmeri,Native
Meehania,Native
Meehania cordata,Native
Megathyrsus,Alien
Megathyrsus maximus,Alien
Melaleuca,Alien
Melaleuca citrina,Alien
Melaleuca linariifolia,Alien
Melaleuca quinquenervia,Alien
Melaleuca viminalis,Alien
Melampodium,mixed
Melampodium cinereum,Native
Melampodium cinereum var. cinereum,Native
Melampodium cinereum var. ramosissimum,Native
Melampodium divaricatum,Alien
Melampodium leucanthum,Native
Melampyrum,Native
Melampyrum lineare,Native
Melanthera,Native
Melanthera angustifolia,Native
Melanthera nivea,Native
Melanthera parvifolia,Native
Melanthiaceae,Native
Melanthium,Native
Melanthium hybridum,Native
Melanthium parviflorum,Native
Melanthium virginicum,Native
Melanthium woodii,Native
Melastoma,Alien
Melastoma malabathricum,Alien
Melastomataceae,mixed
Melia,Alien
Melia azedarach,Alien
Meliaceae,mixed
Melica,Native
Melica altissima,Native
Melica aristata,Native
Melica mutica,Native
Melica nitens,Native
Melicoccus,Alien
Melicoccus bijugatus,Alien
Melilotus,Alien
Melilotus albus,Alien
Melilotus altissimus,Alien
Melilotus indicus,Alien
Melilotus officinalis,Alien
Melilotus sulcatus,Alien
Melinis,Alien
Melinis minutiflora,Alien
Melinis repens,Alien
Melinis repens ssp. repens,Alien
Melissa,Alien
Melissa officinalis,Alien
Melochia,mixed
Melochia corchorifolia,Alien
Melochia nodiflora,Alien
Melochia pyramidata,Native
Melochia pyramidata var. pyramidata,Native
Melochia tomentosa,Native
Melochia tomentosa var. tomentosa,Native
Melochia villosa,Native
Melothria,Native
Melothria pendula,Native
Meniscium,Native
Meniscium reticulatum,Native
Meniscium serratum,Native
Menispermaceae,Native
Menispermum,Native
Menispermum canadense,Native
Menodora,Native
Menodora heterophylla,Native
Menodora longiflora,Native
Mentha,mixed
Mentha [arvensis + canadensis],mixed
Mentha [arvensis ssp. arvensis + canadensis],mixed
Mentha ×gracilis,Alien
Mentha ×piperita var. piperita,Alien
Mentha ×rotundifolia,Alien
Mentha ×verticillata,Alien
Mentha ×villosa,Alien
Mentha aquatica,Alien
Mentha aquatica var. aquatica,Alien
Mentha aquatica var. citrata,Alien
Mentha arvensis,Alien
Mentha arvensis ssp. arvensis,Alien
Mentha canadensis,Native
Mentha longifolia,Alien
Mentha longifolia ssp. longifolia,Alien
Mentha pulegium,Alien
Mentha pulegium var. pulegium,Alien
Mentha spicata,Alien
Mentha spicata var. spicata,Alien
Mentha suaveolens,Alien
Mentha suaveolens ssp. suaveolens,Alien
Mentzelia,Native
Mentzelia albescens,Native
Mentzelia decapetala,Native
Mentzelia floridana,Native
Mentzelia lindheimeri,Native
Mentzelia nuda,Native
Mentzelia oligosperma,Native
Mentzelia reverchonii,Native
Menyanthaceae,mixed
Menyanthes,Native
Menyanthes trifoliata,Native
Mercurialis,Alien
Mercurialis annua,Alien
Mercurialis perennis,Alien
Mertensia,Native
Mertensia virginica,Native
Mesadenus,Native
Mesadenus lucayanus,Native
Mesembryanthemum,Alien
Mesembryanthemum crystallinum,Alien
Mesembryanthemum nodiflorum,Alien
Mesosphaerum,Alien
Mesosphaerum pectinatum,Alien
Metasequoia,Alien
Metasequoia glyptostroboides,Alien
Metastelma,Native
Metastelma barbigerum,Native
Metastelma blodgettii,Native
Metastelma northropiae,Native
Metastelma palmeri,Native
Metopium,Native
Metopium toxiferum,Native
Meximalva,Native
Meximalva filipes,Native
Micranthemum,Native
Micranthemum umbrosum,Native
Micranthes,Native
Micranthes [careyana + caroliniana],Native
Micranthes careyana,Native
Micranthes caroliniana,Native
Micranthes forbesii,Native
Micranthes micranthidifolia,Native
Micranthes palmeri,Native
Micranthes pensylvanica,Native
Micranthes petiolaris,Native
Micranthes petiolaris var. petiolaris,Native
Micranthes petiolaris var. shealyi,Native
Micranthes texana,Native
Micranthes virginiensis,Native
Microgramma,mixed
Microgramma heterophylla,Native
Microgramma nitida,Alien
Micropsis,Alien
Micropsis dasycarpa,Alien
Microsorum,Alien
Microsorum grossum,Alien
Microstachys,Alien
Microstachys corniculata,Alien
Microstegium,Alien
Microstegium vimineum,Alien
Mikania,Native
Mikania batatifolia,Native
Mikania cordifolia,Native
Mikania micrantha,Alien
Mikania scandens,Native
Milium,Native
Milium effusum,Native
Milium effusum var. cisatlanticum,Native
Millettia,Alien
Millettia pinnata,Alien
Mimosa,mixed
Mimosa aculeaticarpa,Native
Mimosa aculeaticarpa var. biuncifera,Native
Mimosa asperata,Native
Mimosa borealis,Native
Mimosa floridana,Native
Mimosa hystricina,Native
Mimosa latidens,Native
Mimosa malacophylla,Native
Mimosa microphylla,Native
Mimosa monclovensis,Native
Mimosa nuttallii,Native
Mimosa pellita,Alien
Mimosa pudica,Alien
Mimosa roemeriana,Native
Mimosa strigillosa,Native
Mimulus,Native
Mimulus alatus,Native
Mimulus ringens,Native
Mimulus ringens var. ringens,Native
Mimusops,Alien
Mimusops coriacea,Alien
Mimusops elengi,Alien
Mirabilis,mixed
Mirabilis albida,Native
Mirabilis austrotexana,Native
Mirabilis gigantea,Native
Mirabilis jalapa,Alien
Mirabilis jalapa var. jalapa,Alien
Mirabilis latifolia,Native
Mirabilis linearis,Native
Mirabilis linearis var. linearis,Native
Mirabilis nyctaginea,Native
Miscanthus,Alien
Miscanthus sacchariflorus,Alien
Miscanthus sinensis,Alien
Misopates,Alien
Misopates orontium,Alien
Mitchella,Native
Mitchella repens,Native
Mitella,Native
Mitella diphylla,Native
Mitella nuda,Native
Mitella prostrata,Native
Mitracarpus,Alien
Mitracarpus hirtus,Alien
Mitreola,Native
Mitreola [angustifolia + sessilifolia],Native
Mitreola angustifolia,Native
Mitreola petiolata,Native
Mitreola sessilifolia,Native
Mnesithea,mixed
Mnesithea cylindrica,Native
Mnesithea granularis,Alien
Mnesithea rugosa,Native
Mnesithea tessellata,Native
Mnesithea tuberculosa,Native
Modiola,Alien
Modiola caroliniana,Alien
Moehringia,Native
Moehringia lateriflora,Native
Moenchia,Alien
Moenchia erecta,Alien
Moenchia erecta ssp. erecta,Alien
Moeroris,mixed
Moeroris abnormis,Native
Moeroris abnormis var. 1,Native
Moeroris abnormis var. 2,Native
Moeroris amara,Alien
Moeroris debilis,Uncertain
Moeroris fraterna,Alien
Moeroris pentaphylla,Native
Moeroris species 1,Native
Moeroris tenella,Alien
Molinia,Alien
Molinia caerulea,Alien
Molluginaceae,Alien
Mollugo,Alien
Mollugo nudicaulis,Alien
Mollugo verticillata,Alien
Moluccella,Alien
Moluccella laevis,Alien
Momordica,Alien
Momordica balsamina,Alien
Momordica charantia,Alien
Momordica charantia ssp. charantia,Alien
Monarda,Native
Monarda [brevis + fistulosa var. fistulosa + fistulosa var. mollis],Native
Monarda [brevis + fistulosa],Native
Monarda [punctata + species 2 [=arkansana] + species 3 [=occidentalis]],Native
Monarda [punctata + species 2 [=arkansana]],Native
Monarda [punctata var. correllii + punctata var. intermedia + punctata var. lasiodonta + punctata var. punctata + species 2 [=arkansana] + species 3 [=occidentalis]],Native
Monarda [punctata var. punctata + species 2 [=arkansana]],Native
Monarda austroappalachiana,Native
Monarda bradburiana,Native
Monarda brevis,Native
Monarda citriodora,Native
Monarda citriodora var. citriodora,Native
Monarda citriodora var. parva,Native
Monarda clinopodia,Native
Monarda clinopodioides,Native
Monarda didyma,Native
Monarda fistulosa,Native
Monarda fistulosa var. fistulosa,Native
Monarda fistulosa var. mollis,Native
Monarda fistulosa var. rubra,Native
Monarda fruticulosa,Native
Monarda lindheimeri,Native
Monarda luteola,Native
Monarda maritima,Native
Monarda media,Native
Monarda pectinata,Native
Monarda punctata,Native
Monarda punctata var. correllii,Native
Monarda punctata var. intermedia,Native
Monarda punctata var. lasiodonta,Native
Monarda punctata var. punctata,Native
Monarda russeliana,Native
Monarda species 1,Native
Monarda species 2 [=arkansana],Native
Monarda species 2 [=arkansana],Native
Monarda species 4 [=villicaulis],Native
Monarda species 5,Native
Monarda stanfieldii,Native
Monarda stipitatoglandulosa,Native
Monarda viridissima,Native
Monocot,mixed
Monotropa,Native
Monotropa brittonii,Native
Monotropa uniflora,Native
Monotropsis,Native
Monotropsis odorata,Native
Monotropsis reynoldsiae,Native
Monstera,Alien
Monstera deliciosa,Alien
Montia,Alien
Montia chamissoi,Native
Montia fontana,Alien
Montia linearis,Alien
Montiaceae,mixed
Moorochloa,Alien
Moorochloa eruciformis,Alien
Moraceae,mixed
Moranopteris,Native
Moranopteris nimbata,Native
Morella,Native
Morella [cerifera + pumila],Native
Morella caroliniensis,Native
Morella cerifera,Native
Morella inodora,Native
Morella pensylvanica,Native
Morella pumila,Native
Morinda,mixed
Morinda citrifolia,Alien
Morinda royoc,Native
Moringa,Alien
Moringa oleifera,Alien
Moringaceae,Alien
Mortonia,Native
Mortonia greggii,Native
Morus,mixed
Morus alba,Alien
Morus microphylla,Native
Morus nigra,Alien
Morus rubra,Native
Mosiera,Native
Mosiera longipes,Native
Mosla,Alien
Mosla dianthera,Alien
Mostacillastrum,Native
Mostacillastrum vaseyi,Native
Mucuna,mixed
Mucuna macrocarpa,Alien
Mucuna pruriens,Alien
Mucuna sloanei,Native
Mucuna sloanei var. sloanei,Native
Muhlenbergia,mixed
Muhlenbergia [capillaris + expansa],Native
Muhlenbergia arenicola,Native
Muhlenbergia asperifolia,Native
Muhlenbergia bushii,Native
Muhlenbergia capillaris,Native
Muhlenbergia cuspidata,Native
Muhlenbergia emersleyi,Alien
Muhlenbergia expansa,Native
Muhlenbergia frondosa,Native
Muhlenbergia glabrifloris,Native
Muhlenbergia glomerata,Native
Muhlenbergia lindheimeri,Native
Muhlenbergia mexicana,Native
Muhlenbergia paniculata,Native
Muhlenbergia phleoides,Uncertain
Muhlenbergia porteri,Native
Muhlenbergia racemosa,Native
Muhlenbergia repens,Native
Muhlenbergia reverchonii,Native
Muhlenbergia schreberi,Native
Muhlenbergia sericea,Native
Muhlenbergia sobolifera,Native
Muhlenbergia sylvatica,Native
Muhlenbergia tenuiflora,Native
Muhlenbergia tenuifolia,Native
Muhlenbergia torreyana,Native
Muhlenbergia uniflora,Native
Muhlenbergia utilis,Native
Mulgedium,Alien
Mulgedium oblongifolium,Alien
Mummenhoffia,Alien
Mummenhoffia alliacea,Alien
Munroa,Native
Munroa pulchella,Native
Munroa squarrosa,Native
Muntingia,Alien
Muntingia calabura,Alien
Muntingiaceae,Alien
Murdannia,Alien
Murdannia keisak,Alien
Murdannia nudiflora,Alien
Murdannia spirata,Alien
Murdannia spirata var. parviflora,Alien
Murraya,Alien
Murraya exotica,Alien
Musa,Alien
Musa ×paradisiaca,Alien
Musa acuminata,Alien
Musaceae,Alien
Muscadinia,Native
Muscadinia rotundifolia,Native
Muscadinia rotundifolia var. munsoniana,Native
Muscadinia rotundifolia var. pygmaea,Native
Muscadinia rotundifolia var. rotundifolia,Native
Muscari,Alien
Muscari armeniacum,Alien
Muscari botryoides,Alien
Muscari comosum,Alien
Muscari neglectum,Alien
Myagrum,Alien
Myagrum perfoliatum,Alien
Myosotis,mixed
Myosotis arvensis,Alien
Myosotis discolor,Alien
Myosotis laxa,Native
Myosotis laxa ssp. laxa,Native
Myosotis macrosperma,Native
Myosotis scorpioides,Alien
Myosotis stricta,Alien
Myosotis sylvatica,Alien
Myosotis verna,Native
Myosurus,Native
Myosurus minimus,Native
Myrcia,Native
Myrcia neopallens,Native
Myrcia zuzygium,Native
Myrcianthes,Native
Myrcianthes fragrans,Native
Myrica,Native
Myrica gale,Native
Myricaceae,Native
Myriophyllum,mixed
Myriophyllum [aquaticum + spicatum],Alien
Myriophyllum alterniflorum,Native
Myriophyllum aquaticum,Alien
Myriophyllum farwellii,Native
Myriophyllum heterophyllum,Native
Myriophyllum humile,Native
Myriophyllum laxum,Native
Myriophyllum pinnatum,Native
Myriophyllum sibiricum,Native
Myriophyllum spicatum,Alien
Myriophyllum tenellum,Native
Myriophyllum verticillatum,Native
Myriopteris,Native
Myriopteris aemula,Native
Myriopteris alabamensis,Native
Myriopteris gracilis,Native
Myriopteris lanosa,Native
Myriopteris lindheimeri,Native
Myriopteris microphylla,Native
Myriopteris rufa,Native
Myriopteris scabra,Native
Myriopteris tomentosa,Native
Myriopus,Native
Myriopus poliochros,Native
Myriopus volubilis,Native
Myrrhis,Alien
Myrrhis odorata,Alien
Myrsine,Native
Myrsine cubana,Native
Myrtaceae,mixed
Myrtus,Alien
Myrtus communis,Alien
Myzorrhiza,Native
Myzorrhiza ludoviciana,Native
Myzorrhiza multiflora,Native
Myzorrhiza riparia,Native
Nabalus,Native
Nabalus [albus + altissimus + serpentaria],Native
Nabalus [altissimus + serpentaria + trifoliolatus],Native
Nabalus [cylindricus + roanensis],Native
Nabalus albus,Native
Nabalus altissimus,Native
Nabalus asper,Native
Nabalus autumnalis,Native
Nabalus barbatus,Native
Nabalus crepidineus,Native
Nabalus cylindricus,Native
Nabalus racemosus,Native
Nabalus roanensis,Native
Nabalus serpentaria,Native
Nabalus trifoliolatus,Native
Nahuatlea,Native
Nahuatlea hypoleuca,Native
Najas,mixed
Najas canadensis,Native
Najas filifolia,Native
Najas gracillima,Native
Najas guadalupensis,Native
Najas guadalupensis var. floridana,Native
Najas guadalupensis var. guadalupensis,Native
Najas guadalupensis var. olivacea,Native
Najas marina,Native
Najas minor,Alien
Najas wrightiana,Native
Nama,Native
Nama berlandieri,Native
Nama hispida,Native
Nama jamaicensis,Native
Nama parvifolia,Native
Nama stenocarpa,Native
Nama stevensii,Native
Namaceae,Native
Nandina,Alien
Nandina domestica,Alien
Nanopanax,Native
Nanopanax trifolius,Native
Napaea,Native
Napaea dioica,Native
Narcissus,Alien
Narcissus ×incomparabilis,Alien
Narcissus ×intermedius,Alien
Narcissus ×medioluteus,Alien
Narcissus ×odorus,Alien
Narcissus ×tenuior,Alien
Narcissus bulbocodium,Alien
Narcissus jonquilla,Alien
Narcissus papyraceus,Alien
Narcissus poeticus,Alien
Narcissus pseudonarcissus,Alien
Narcissus tazetta,Alien
Narcissus telamonius,Alien
Narcissus triandrus,Alien
Nartheciaceae,Native
Narthecium,Native
Narthecium americanum,Native
Narthecium montanum,Native
Nassella,mixed
Nassella leucotricha,Native
Nassella neesiana,Alien
Nassella trichotoma,Alien
Nassella viridula,Native
Nasturtium,mixed
Nasturtium floridanum,Native
Nasturtium microphyllum,Alien
Nasturtium officinale,Alien
Navarretia,Alien
Navarretia propinqua,Alien
Navarretia squarrosa,Alien
Neillia,Alien
Neillia incisa,Alien
Nekemias,Native
Nekemias arborea,Native
Nellica,Native
Nellica liebmannianus,Native
Nellica liebmannianus ssp. 1,Native
Nellica polygonoides,Native
Nelsonia,Alien
Nelsonia canescens,Alien
Nelumbo,mixed
Nelumbo lutea,Native
Nelumbo nucifera,Alien
Nelumbonaceae,mixed
Nemastylis,Native
Nemastylis floridana,Native
Nemastylis geminiflora,Native
Nemastylis nuttallii,Native
Nemophila,mixed
Nemophila aphylla,Native
Nemophila maculata,Alien
Nemophila menziesii,Alien
Nemophila menziesii var. menziesii,Alien
Nemophila phacelioides,Native
Nemophila sayersensis,Native
Neonotonia,Alien
Neonotonia wightii,Alien
Neottia,Native
Neottia bifolia,Native
Neottia cordata,Native
Neottia smallii,Native
Nepeta,Alien
Nepeta cataria,Alien
Nephroia,Native
Nephroia carolina,Native
Nephroia diversifolia,Native
Nephrolepidaceae,mixed
Nephrolepis,mixed
Nephrolepis ×averyi,Native
Nephrolepis biserrata,Native
Nephrolepis brownii,Alien
Nephrolepis cordifolia,Alien
Nephrolepis cordifolia var. cordifolia,Alien
Nephrolepis exaltata,Native
Nephrolepis exaltata ssp. exaltata,Native
Nephrolepis hirsutula,Alien
Nephrolepis hybrid 1,Uncertain
Neptunia,mixed
Neptunia lutea,Native
Neptunia microcarpa,Native
Neptunia oleracea,Alien
Neptunia plena,Uncertain
Neptunia pubescens,Native
Nerisyrenia,Native
Nerisyrenia camporum,Native
Nerium,Alien
Nerium oleander,Alien
Neslia,Alien
Neslia paniculata,Alien
Nestronia,Native
Nestronia umbellula,Native
Neviusia,Native
Neviusia alabamensis,Native
Neyraudia,Alien
Neyraudia reynaudiana,Alien
Nicandra,Alien
Nicandra physalodes,Alien
Nicotiana,mixed
Nicotiana alata,Alien
Nicotiana glauca,Alien
Nicotiana longiflora,Alien
Nicotiana obtusifolia,Native
Nicotiana plumbaginifolia,Mixed
Nicotiana repanda,Native
Nicotiana rustica,Alien
Nicotiana tabacum,Alien
Nierembergia,Alien
Nierembergia linariifolia,Alien
Nierembergia scoparia,Alien
Nigella,Alien
Nigella damascena,Alien
Nipponanthemum,Alien
Nipponanthemum nipponicum,Alien
Noccaea,Alien
Noccaea perfoliata,Alien
Nolina,Native
Nolina atopocarpa,Native
Nolina brittoniana,Native
Nolina georgiana,Native
Nolina lindheimeriana,Native
Nolina texana,Native
Nonea,Alien
Nonea rosea,Alien
Nonea vesicaria,Alien
